song_id,comment_n,comment_len,comment_len_mean,comment_len_stdev,words_clean_unique_n,words_clean_total_n,bsm_n_words,bsm_v_mean,bsm_v_std,bsm_a_mean,bsm_a_std,bsm_d_mean,bsm_d_std,emo_n_words,emo_v_total,emo_v_mean,emo_v_std,emo_a_total,emo_a_mean,emo_a_std,emo_d_total,emo_d_mean,emo_d_std,aff_n_words,aff_anger,aff_fear,aff_sadness,aff_joy,aff_anger_wt,aff_fear_wt,aff_sadness_wt,aff_joy_wt,lex_n_words,lex_joy,lex_trust,lex_anticipation,lex_surprise,lex_positive,lex_negative,lex_sadness,lex_fear,lex_disgust,hssent_n_words,hssent_uniq_avg,hssent_uniq_std,hssent_dupl_avg,anew_n_words,anew_v_total,anew_v_mean,anew_v_std,anew_a_total,anew_a_mean,anew_a_std,anew_d_total,anew_d_mean,anew_d_std,mpqa_n_words,mpqa_pos,mpqa_neu,mpqa_neg,song_valence,song_arousal
3087,1.000000,4.000000,4.000000,0.000000,1,1,1.000000,7.270000,1.880000,3.760000,2.260000,6.240000,2.170000,1.000000,0.898000,0.555000,0.664000,0.898000,0.000000,0.555000,0.000000,0.664000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.330500,0.365574,0.330500,1.000000,7.270000,3.760000,6.240000,7.270000,0.000000,3.760000,0.000000,6.240000,0.000000,1.000000,1.000000,0.000000,0.000000,1.178325,1.183311,
2442,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,-0.979074,0.041120,
234,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.695325,0.160041,
1827,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.308878,-0.102691,
238,2.000000,72.000000,36.000000,48.083261,41,43,22.000000,5.929167,1.647083,4.210000,2.325417,5.872083,2.063750,26.000000,0.628607,0.461286,0.551464,0.623808,0.186022,0.451500,0.183639,0.551615,0.146961,6.000000,0.560000,0.719000,0.389500,0.338000,0.186667,0.119833,0.129833,0.056333,12.000000,0.000000,0.076923,0.000000,0.000000,0.307692,0.230769,0.153846,0.076923,0.000000,58.000000,0.330741,1.405574,0.313850,22.000000,5.929167,4.210000,5.872083,5.849545,1.254996,4.208182,0.874526,5.839091,0.934874,11.000000,0.230769,0.461538,0.307692,1.541257,1.704165,
587,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.040199,-0.065816,
790,43.000000,838.000000,19.488372,29.176289,319,725,192.000000,6.007742,1.682060,4.083102,2.357742,5.790993,2.212208,209.000000,0.636199,0.436546,0.520035,0.623895,0.207252,0.456402,0.171656,0.531000,0.162604,47.000000,0.575167,0.468417,0.298516,0.629429,0.037923,0.061769,0.101692,0.290505,158.000000,0.130282,0.147887,0.137324,0.045775,0.274648,0.084507,0.102113,0.035211,0.021127,442.000000,0.277100,1.220725,0.322071,192.000000,6.007742,4.083102,5.790993,5.861094,1.144187,4.139271,0.921935,5.701042,0.824624,65.000000,0.637931,0.198276,0.163793,1.178325,1.183311,
2290,12.000000,202.000000,16.833333,17.554245,82,109,57.000000,5.893544,1.684684,4.552278,2.427468,5.731392,2.128861,60.000000,0.621268,0.464073,0.483500,0.620100,0.236906,0.468483,0.170050,0.498617,0.161328,21.000000,0.692500,0.377500,0.053600,0.595923,0.098929,0.080893,0.009571,0.276679,57.000000,0.144928,0.101449,0.101449,0.115942,0.188406,0.101449,0.072464,0.086957,0.043478,129.000000,0.246372,1.128837,0.258122,57.000000,5.893544,4.552278,5.731392,5.888772,1.530162,4.442632,1.044105,5.680000,0.928049,28.000000,0.514286,0.171429,0.314286,1.541257,1.704165,
315,23.000000,982.000000,42.695652,81.217684,348,588,225.000000,5.855953,1.643577,4.203029,2.371384,5.554961,2.150261,240.000000,0.604025,0.454381,0.518776,0.600379,0.240368,0.449525,0.185285,0.518062,0.175466,88.000000,0.584923,0.508314,0.542536,0.503123,0.098753,0.115526,0.098643,0.212357,203.000000,0.112069,0.129310,0.114943,0.028736,0.186782,0.114943,0.071839,0.094828,0.071839,508.000000,0.172726,1.302855,0.165484,225.000000,5.855953,4.203029,5.554961,5.761733,1.474888,4.150533,0.920033,5.535911,1.070976,110.000000,0.497268,0.202186,0.300546,-1.056572,0.736206,
247,1.000000,25.000000,25.000000,0.000000,11,12,4.000000,7.145000,1.580000,4.995000,2.582500,5.842500,2.570000,6.000000,0.712167,0.489500,0.521167,0.712167,0.199342,0.489500,0.185915,0.521167,0.145714,3.000000,0.000000,0.000000,0.016000,0.679500,0.000000,0.000000,0.005333,0.453000,5.000000,0.400000,0.000000,0.000000,0.000000,0.400000,0.000000,0.200000,0.000000,0.000000,15.000000,0.548000,0.985146,0.488235,4.000000,7.145000,4.995000,5.842500,7.145000,0.889363,4.995000,0.831885,5.842500,0.490875,6.000000,0.428571,0.428571,0.142857,-0.261124,-0.646591,
48,2.000000,70.000000,35.000000,35.355339,63,107,35.000000,5.850000,1.675714,3.907143,2.311633,5.903673,2.248367,36.000000,0.617180,0.423920,0.507560,0.636889,0.139445,0.432806,0.109552,0.528167,0.149746,2.000000,0.000000,0.000000,0.016000,0.531000,0.000000,0.000000,0.008000,0.265500,18.000000,0.083333,0.208333,0.166667,0.041667,0.291667,0.125000,0.083333,0.000000,0.000000,76.000000,0.275987,0.925299,0.274838,35.000000,5.850000,3.907143,5.903673,5.820000,0.711940,3.873143,0.764498,5.785143,0.633010,8.000000,0.600000,0.300000,0.100000,1.178325,1.183311,
443,32.000000,2051.000000,64.093750,105.192101,593,1100,376.000000,5.951077,1.641150,4.150364,2.356317,5.765750,2.104702,403.000000,0.633005,0.461860,0.542553,0.615362,0.226212,0.478526,0.177115,0.547953,0.180077,130.000000,0.480593,0.418200,0.365333,0.487974,0.074575,0.072103,0.081885,0.218747,336.000000,0.089744,0.130342,0.108974,0.072650,0.252137,0.115385,0.074786,0.061966,0.036325,858.000000,0.173284,1.288754,0.224790,376.000000,5.951077,4.150364,5.765750,5.777261,1.279624,4.184867,0.887033,5.700824,0.899037,178.000000,0.467949,0.298077,0.233974,0.859054,-0.111909,
1808,1.000000,1.000000,1.000000,0.000000,1,1,1.000000,7.610000,1.740000,5.710000,2.820000,6.170000,2.240000,1.000000,0.875000,0.614000,0.648000,0.875000,0.000000,0.614000,0.000000,0.648000,0.000000,1.000000,0.000000,0.000000,0.000000,0.781000,0.000000,0.000000,0.000000,0.781000,2.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,2.000000,3.659000,2.060509,3.659000,1.000000,7.610000,5.710000,6.170000,7.610000,0.000000,5.710000,0.000000,6.170000,0.000000,1.000000,1.000000,0.000000,0.000000,0.373325,-0.923151,
1982,15.000000,272.000000,18.133333,12.076344,117,160,75.000000,6.087358,1.624151,4.265283,2.406887,5.843962,2.112075,82.000000,0.624470,0.454522,0.529696,0.629817,0.196358,0.448524,0.169826,0.537293,0.157049,13.000000,0.512333,0.406333,0.379000,0.653100,0.076850,0.121900,0.018950,0.326550,45.000000,0.126984,0.142857,0.206349,0.079365,0.222222,0.095238,0.000000,0.063492,0.015873,181.000000,0.414812,1.147771,0.456687,75.000000,6.087358,4.265283,5.843962,6.082933,1.207337,4.265200,0.802764,5.810800,0.833982,35.000000,0.558140,0.279070,0.162791,0.842681,-0.333157,
1733,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.569800,-1.517754,
2466,16.000000,293.000000,18.312500,20.696920,148,302,89.000000,5.764356,1.721840,4.094969,2.375644,5.669509,2.193558,92.000000,0.590168,0.471467,0.508916,0.587478,0.224107,0.481304,0.171320,0.518793,0.157106,24.000000,0.605333,0.660667,0.345667,0.600917,0.110061,0.120121,0.094273,0.218515,68.000000,0.103774,0.169811,0.150943,0.000000,0.235849,0.103774,0.075472,0.056604,0.047170,203.000000,0.110502,1.097547,0.165068,89.000000,5.764356,4.094969,5.669509,5.694157,1.184635,4.163820,0.921429,5.616292,0.774226,25.000000,0.558140,0.186047,0.255814,-1.400403,1.538229,
2203,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,-0.196997,0.524177,
2533,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373325,-0.923151,
3160,14.000000,980.000000,70.000000,77.582710,231,487,161.000000,5.837399,1.665318,4.313237,2.380000,5.582052,2.140549,169.000000,0.596366,0.460606,0.519590,0.585533,0.234382,0.476320,0.190528,0.518284,0.161260,59.000000,0.450476,0.409655,0.427200,0.466712,0.068058,0.085468,0.092201,0.198101,134.000000,0.106897,0.089655,0.110345,0.082759,0.182759,0.134483,0.103448,0.089655,0.027586,354.000000,0.260777,1.051275,0.318913,161.000000,5.837399,4.313237,5.582052,5.772112,1.279002,4.292112,0.933615,5.591429,0.905759,79.000000,0.440559,0.188811,0.370629,0.482478,-0.471437,
1771,4.000000,196.000000,49.000000,16.451950,108,226,57.000000,5.773333,1.641619,3.922667,2.297048,5.832952,2.237524,59.000000,0.608833,0.424213,0.530861,0.624712,0.190484,0.437712,0.137730,0.550966,0.162714,7.000000,0.000000,0.575000,0.276333,0.518000,0.000000,0.127778,0.092111,0.230222,31.000000,0.068966,0.189655,0.224138,0.017241,0.327586,0.086207,0.051724,0.034483,0.000000,128.000000,0.091547,1.231631,0.179004,57.000000,5.773333,3.922667,5.832952,5.723158,1.089484,3.925965,0.879511,5.809825,0.745428,19.000000,0.464286,0.357143,0.178571,-1.535024,1.034276,
679,6.000000,192.000000,32.000000,45.585085,92,107,68.000000,6.194615,1.697692,4.142949,2.376667,5.674231,2.110385,73.000000,0.635565,0.432929,0.511224,0.633877,0.189388,0.438274,0.169796,0.505110,0.148598,11.000000,0.000000,0.352500,0.208500,0.515667,0.000000,0.054231,0.032077,0.357000,35.000000,0.145833,0.166667,0.250000,0.104167,0.166667,0.083333,0.041667,0.020833,0.020833,145.000000,0.368317,1.434676,0.325529,68.000000,6.194615,4.142949,5.674231,6.164853,1.061676,4.165588,0.810681,5.662353,0.777900,22.000000,0.551724,0.241379,0.206897,-1.935250,-0.655810,
3080,422.000000,9241.000000,21.898104,35.055322,1397,5299,843.000000,6.085446,1.655053,4.223474,2.426512,5.760979,2.135502,913.000000,0.639724,0.468870,0.523245,0.583195,0.227445,0.479403,0.188792,0.525283,0.171218,326.000000,0.542662,0.450719,0.321155,0.558705,0.067187,0.082417,0.066984,0.270839,739.000000,0.141859,0.126645,0.115954,0.052220,0.226974,0.104030,0.078536,0.068668,0.032895,1906.000000,0.203929,1.258690,0.364552,843.000000,6.085446,4.223474,5.760979,5.582444,1.337612,4.213571,0.939420,5.535030,0.958438,349.000000,0.547236,0.233030,0.219734,-0.419122,-0.217002,
1950,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373325,-0.923151,
1735,10.000000,296.000000,29.600000,54.616237,180,331,96.000000,5.874808,1.673974,4.097051,2.390385,5.818141,2.222436,102.000000,0.614765,0.443416,0.518747,0.621961,0.185145,0.452490,0.167835,0.533059,0.154331,23.000000,0.633200,0.727800,0.156800,0.456385,0.062078,0.071353,0.046118,0.232667,72.000000,0.145161,0.145161,0.120968,0.032258,0.217742,0.120968,0.120968,0.040323,0.016129,217.000000,0.283848,1.101370,0.341377,96.000000,5.874808,4.097051,5.818141,5.792917,1.120628,3.974896,0.909702,5.729375,0.694347,30.000000,0.536585,0.170732,0.292683,0.526139,-1.628377,
3189,2.000000,22.000000,11.000000,14.142136,15,16,4.000000,6.232500,1.485000,3.845000,2.167500,6.145000,2.132500,5.000000,0.571200,0.332000,0.466600,0.571200,0.137209,0.332000,0.066712,0.466600,0.136846,1.000000,0.000000,0.188000,0.000000,0.000000,0.000000,0.188000,0.000000,0.000000,2.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,20.000000,-0.358000,1.683949,-0.285190,4.000000,6.232500,3.845000,6.145000,6.232500,0.736269,3.845000,0.626445,6.145000,0.315436,2.000000,0.000000,1.000000,0.000000,-1.935250,-0.655810,
2884,2.000000,1844.000000,922.000000,0.000000,349,1104,207.000000,5.800356,1.669318,4.115519,2.353086,5.686766,2.144154,223.000000,0.608257,0.473536,0.534204,0.615211,0.187908,0.475780,0.174643,0.549601,0.180256,36.000000,0.464800,0.474818,0.426000,0.473667,0.047429,0.106592,0.052163,0.261000,143.000000,0.099476,0.198953,0.146597,0.083770,0.261780,0.099476,0.031414,0.041885,0.010471,480.000000,0.309973,1.193354,0.340606,207.000000,5.800356,4.115519,5.686766,5.767295,1.063996,4.096087,0.885679,5.728213,0.885631,79.000000,0.505051,0.242424,0.252525,-0.639974,0.309076,
253,65.000000,1120.000000,17.230769,22.501229,370,677,230.000000,6.107052,1.636667,4.274150,2.404263,5.834717,2.136961,244.000000,0.651880,0.496976,0.545659,0.624947,0.219981,0.480893,0.172103,0.544045,0.174276,70.000000,0.424429,0.346414,0.377391,0.634404,0.020074,0.067878,0.058649,0.381500,196.000000,0.203008,0.147870,0.117794,0.020050,0.320802,0.057644,0.050125,0.057644,0.007519,545.000000,0.307536,1.287484,0.355810,230.000000,6.107052,4.274150,5.834717,5.864565,1.309621,4.200652,0.955694,5.673739,0.935734,113.000000,0.580786,0.213974,0.205240,-1.033377,-0.134956,
3351,15.000000,2917.000000,194.466667,355.416831,687,1600,462.000000,5.505707,1.655743,4.108929,2.308524,5.644959,2.127381,496.000000,0.582084,0.443172,0.567704,0.591063,0.202021,0.461762,0.161080,0.571192,0.169623,136.000000,0.463986,0.365505,0.421630,0.373213,0.112156,0.114977,0.075391,0.098864,411.000000,0.057971,0.126482,0.079051,0.048748,0.237154,0.155468,0.071146,0.110672,0.017128,840.000000,-0.069235,1.136127,-0.177533,462.000000,5.505707,4.108929,5.644959,5.458009,1.202739,4.052035,0.820381,5.541753,0.956104,207.000000,0.356164,0.338552,0.305284,0.373325,-0.923151,
2631,3.000000,88.000000,29.333333,29.143324,74,116,44.000000,6.014483,1.642414,3.957759,2.325862,5.970000,2.228103,45.000000,0.625508,0.438729,0.519949,0.643867,0.163018,0.450444,0.168654,0.540289,0.158106,8.000000,0.000000,0.000000,0.144000,0.518714,0.000000,0.000000,0.043200,0.363100,28.000000,0.117647,0.176471,0.205882,0.058824,0.264706,0.088235,0.088235,0.000000,0.000000,92.000000,0.350685,1.193705,0.322034,44.000000,6.014483,3.957759,5.970000,6.042955,0.839575,3.946818,0.884402,5.896818,0.669664,15.000000,0.647059,0.176471,0.176471,0.373325,-0.923151,
1210,1.000000,35.000000,35.000000,0.000000,16,16,11.000000,6.028182,1.614545,4.576364,2.447273,5.594545,2.210909,11.000000,0.644364,0.470000,0.504364,0.644364,0.323756,0.470000,0.113452,0.504364,0.203370,7.000000,0.453000,0.375000,0.539000,0.672000,0.064714,0.053571,0.154000,0.288000,15.000000,0.200000,0.133333,0.133333,0.000000,0.200000,0.066667,0.066667,0.066667,0.066667,27.000000,0.619926,1.514779,0.619926,11.000000,6.028182,4.576364,5.594545,6.028182,1.844228,4.576364,0.733175,5.594545,1.149629,7.000000,0.571429,0.285714,0.142857,0.815393,0.662457,
939,3093.000000,104318.000000,33.727126,36.462618,6079,53240,3178.000000,6.050905,1.655875,4.207411,2.388468,5.766563,2.114294,3527.000000,0.644234,0.472715,0.543201,0.563802,0.223977,0.485793,0.180737,0.529967,0.178043,1163.000000,0.473086,0.400643,0.289018,0.519751,0.060470,0.070026,0.062270,0.250489,3018.000000,0.138315,0.131909,0.124348,0.057658,0.237436,0.088337,0.080140,0.063666,0.026780,6662.000000,0.178924,1.338263,0.335833,3178.000000,6.050905,4.207411,5.766563,5.441784,1.291683,4.227033,0.937078,5.478030,0.948469,1294.000000,0.492105,0.322872,0.184433,-0.932866,0.997401,
158,2.000000,722.000000,361.000000,0.000000,115,316,83.000000,6.159580,1.709916,4.412437,2.396723,5.932185,2.147647,90.000000,0.667372,0.499186,0.573256,0.649767,0.240232,0.492933,0.192208,0.565633,0.160713,39.000000,0.717000,0.528500,0.454444,0.619111,0.134437,0.132125,0.085208,0.232167,77.000000,0.116505,0.116505,0.126214,0.019417,0.194175,0.097087,0.077670,0.106796,0.058252,193.000000,0.246518,1.197637,0.309342,83.000000,6.159580,4.412437,5.932185,6.001446,1.469028,4.346627,1.057030,5.836988,0.962124,36.000000,0.566038,0.226415,0.207547,1.213799,1.267815,
2793,13.000000,343.000000,26.384615,39.533822,131,201,90.000000,5.943379,1.587862,4.246621,2.386552,5.582207,2.162138,94.000000,0.594765,0.446054,0.484980,0.599138,0.237958,0.436606,0.189495,0.497000,0.153252,40.000000,0.691900,0.509286,0.638850,0.579800,0.091039,0.140724,0.168118,0.190724,81.000000,0.104167,0.076389,0.097222,0.027778,0.138889,0.152778,0.125000,0.131944,0.076389,221.000000,0.268887,1.348698,0.251287,90.000000,5.943379,4.246621,5.582207,5.955556,1.436570,4.164222,0.966864,5.656333,0.959926,47.000000,0.506494,0.168831,0.324675,-0.333437,-0.494483,
2282,29.000000,578.000000,19.931034,16.374918,190,310,108.000000,5.887513,1.724416,4.248731,2.381371,5.698680,2.118934,120.000000,0.614348,0.428033,0.523138,0.597942,0.227092,0.447425,0.185383,0.523358,0.178672,41.000000,0.200211,0.426250,0.241000,0.415929,0.047550,0.063938,0.063262,0.145575,114.000000,0.105042,0.130252,0.121849,0.084034,0.214286,0.109244,0.084034,0.050420,0.021008,282.000000,0.134014,1.227325,0.126677,108.000000,5.887513,4.248731,5.698680,5.690370,1.345762,4.192315,0.958395,5.595093,0.931547,53.000000,0.604651,0.232558,0.162791,0.373325,-0.923151,
410,2.000000,1030.000000,515.000000,0.000000,224,708,139.000000,5.927238,1.699238,4.107619,2.361333,5.669762,2.142238,147.000000,0.645425,0.470119,0.570110,0.651054,0.187239,0.468020,0.161897,0.575361,0.173769,39.000000,0.400000,0.525714,0.245091,0.453607,0.046154,0.070769,0.051846,0.244250,110.000000,0.140845,0.176056,0.126761,0.028169,0.260563,0.084507,0.077465,0.049296,0.014085,295.000000,0.210983,1.070746,0.287466,139.000000,5.927238,4.107619,5.669762,5.891223,1.164814,4.089640,0.850097,5.694173,0.908738,45.000000,0.406780,0.254237,0.338983,-0.308878,-0.102691,
1438,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,0.242342,-1.341677,
1324,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.071901,0.846830,
809,100.000000,4315.000000,43.150000,77.019527,843,2669,515.000000,5.792106,1.645710,4.142785,2.346529,5.608386,2.101080,556.000000,0.585186,0.454220,0.506625,0.581849,0.226700,0.467372,0.181174,0.528191,0.171053,182.000000,0.590543,0.407573,0.453942,0.507453,0.085571,0.124678,0.111252,0.154324,453.000000,0.084091,0.087879,0.118182,0.053030,0.160606,0.157576,0.094697,0.124242,0.059091,1140.000000,0.162287,1.235639,0.179743,515.000000,5.792106,4.142785,5.608386,5.610874,1.299910,4.137243,0.948478,5.563243,0.966823,245.000000,0.437900,0.275288,0.286812,-1.004725,0.869877,
481,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.308878,-0.102691,
962,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.935250,-0.655810,
2308,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.541257,1.704165,
352,2.000000,39.000000,19.500000,26.162951,15,19,11.000000,6.619333,1.834000,4.581333,2.496000,5.874667,2.040667,12.000000,0.775438,0.509375,0.595687,0.739250,0.234885,0.486583,0.161669,0.545250,0.177196,7.000000,0.000000,0.344000,0.000000,0.533200,0.000000,0.031273,0.000000,0.484727,17.000000,0.280000,0.200000,0.040000,0.040000,0.320000,0.040000,0.000000,0.040000,0.040000,25.000000,0.733680,0.853585,0.733030,11.000000,6.619333,4.581333,5.874667,6.518182,0.897015,4.455455,0.800242,5.738182,0.871284,6.000000,0.625000,0.250000,0.125000,0.569800,-1.517754,
147,6.000000,534.000000,89.000000,123.702870,230,336,133.000000,6.085961,1.673153,4.143251,2.428079,5.814680,2.111281,143.000000,0.657939,0.453897,0.529568,0.636357,0.183513,0.450049,0.158156,0.532196,0.158005,37.000000,0.554667,0.498200,0.221111,0.476480,0.032627,0.048843,0.078039,0.233569,120.000000,0.136646,0.111801,0.118012,0.074534,0.304348,0.080745,0.111801,0.024845,0.018634,325.000000,0.500483,1.209292,0.603988,133.000000,6.085961,4.143251,5.814680,5.894211,1.065618,4.129549,0.827962,5.749925,0.810987,46.000000,0.555556,0.240741,0.203704,-1.495911,0.040198,
