query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_words,submission.n_comments,min.Valence,min.Arousal,min.Dominance,max.Valence,max.Arousal,max.Dominance,mean.Valence,mean.Arousal,mean.Dominance,std.Valence,std.Arousal,std.Dominance
1237,2.3,46.85,0.137146667,0.00912,AMG1608,The Animals,We Gotta Get Out of This Place,264,19,0.073,0.135,0.17,1.0,0.945,0.991,0.6290114942528737,0.4460459770114943,0.5349885057471265,0.2107588445689061,0.14293305540234783,0.16487461721329214
1238,1.6666666666666667,14.333333333333334,0.39252,0.128033333,AMG1608,Brian Eno,Baby''s on Fire,45,9,0.188,0.185,0.151,1.0,0.93,0.732,0.5824666666666667,0.4366666666666666,0.44833333333333325,0.2519908917477168,0.19957120700809192,0.18435395561902368
1239,4.372413793103449,1290.0655172413792,0.35338,0.338893333,AMG1608,The Kinks,Victoria,6471,625,0.0,0.09,0.087,1.0,0.971,0.981,0.644460718515594,0.459007500986972,0.5394469009080142,0.2029122657101558,0.16525059822062788,0.16389148206732038
1240,1.5,12.166666666666666,-0.127726667,0.324813333,AMG1608,Gerry Mulligan,Line for Lyons,99,8,0.076,0.16,0.155,1.0,0.897,0.891,0.62075,0.5038333333333334,0.5008611111111111,0.24172054407635984,0.18635595739643757,0.1838686103526534
1241,212.98540145985402,40714.311435523116,-0.431646667,-0.081253333,AMG1608,Bread,If,14798,13752,0.0,0.073,0.045,1.0,0.961,0.991,0.5927735824059354,0.43551589825119236,0.47838328033916266,0.2078542357953262,0.16124068339681646,0.16401404478329631
1242,6.723404255319149,114.17021276595744,-0.36014,-0.01374,AMG1608,Nick Drake,At the Chime of a City Clock,1332,88,0.0,0.105,0.12,1.0,0.961,0.991,0.6382780269058297,0.4402062780269059,0.5404417040358745,0.2063847259648925,0.16030175913872471,0.16943127594426294
1243,0.8181818181818182,1.1818181818181819,-0.32964,-0.196226667,AMG1608,Willie Nelson,All of Me,876,7,0.059,0.09,0.045,0.959,0.931,0.981,0.629759493670886,0.4592995780590718,0.5528143459915612,0.1896487754068079,0.1574929878713169,0.16446056957782568
1244,1.5555555555555556,6.888888888888889,0.060686667,0.22118,AMG1608,Mose Allison,Parchman Farm,648,8,0.021,0.137,0.09,1.0,0.83,0.943,0.6538133333333334,0.4367,0.5413866666666667,0.1713804350335949,0.1406418532033876,0.15912376621797103
1245,4.574468085106383,132.10638297872342,0.586433333,-0.124293333,AMG1608,Public Enemy,Welcome to the Terrordome,2144,88,0.0,0.112,0.155,1.0,0.965,0.991,0.6081796246648794,0.4779678284182306,0.5527801608579089,0.20652836368670346,0.17664869481461626,0.16680787464062283
1246,4.0,24.0,0.181026667,-0.087366667,AMG1608,Big Star,You Can''t Have Me,346,16,0.198,0.157,0.12,1.0,0.897,0.923,0.6583469387755102,0.43287755102040815,0.5503469387755102,0.1987920344460101,0.15572018610489846,0.1808984004697582
1247,1.5,19.75,0.532553333,0.5063,AMG1608,Dusty Springfield,I Only Want to Be With You,36,8,0.194,0.269,0.358,0.958,0.765,0.81,0.7319333333333334,0.5340666666666667,0.5777333333333333,0.20155731785512618,0.14534464787761078,0.1352386602939235
1248,0.0,10.0,0.39046,-0.475766667,AMG1608,Jay-Z,Big Pimpin'',4,1,0.811,0.306,0.652,0.811,0.306,0.652,0.811,0.306,0.652,,,
1249,1.6666666666666667,14.61111111111111,0.483173333,0.1202,AMG1608,Lene Lovich,Lucky Number,186,10,0.031,0.24,0.263,1.0,0.931,0.891,0.6298333333333334,0.49541666666666667,0.5398333333333333,0.24602753118155452,0.16804923712796432,0.15546995787424156
1250,7.743589743589744,2618.786982248521,-0.30088,-0.102613333,AMG1608,The Dead Milkmen,Bitchin'' Camaro,7936,1189,0.0,0.082,0.102,1.0,0.962,0.981,0.6203781795893349,0.45142813361936873,0.504211155378486,0.21399387395208558,0.16650448639781132,0.1576669373237761
1251,1.6428571428571428,14.642857142857142,-0.453386667,-0.030306667,AMG1608,Billie Holiday,Fine and Mellow,94,15,0.0,0.13,0.231,0.908,0.873,0.922,0.621,0.4556888888888889,0.5198444444444444,0.20488389173116828,0.1923703603873413,0.16226408827412905
1252,1.3333333333333333,3.3333333333333335,0.45942,0.365266667,AMG1608,The Marvelettes,Beechwood 4-5789,18,1,0.146,0.225,0.225,0.854,0.811,0.583,0.5709090909090908,0.40781818181818186,0.46854545454545454,0.1997270410061965,0.15244987253639683,0.10879187803909228
1253,4.391304347826087,106.28260869565217,-0.40852,0.014706667,AMG1608,Nancy Sinatra,Some Velvet Morning,1429,77,0.02,0.12,0.045,1.0,0.931,0.943,0.639503717472119,0.439864312267658,0.5360464684014871,0.19159312730199288,0.1542042896049917,0.16130354603447508
1254,1.6666666666666667,23.933333333333334,0.122153333,0.19848,AMG1608,The Sundays,Here''s Where the Story Ends,173,17,0.06,0.19,0.155,1.0,0.67,0.853,0.6635555555555555,0.4391111111111111,0.5296296296296297,0.16917933620493414,0.10695399587067518,0.15623739753509552
1255,5.304964539007092,392.88652482269504,0.32042,0.241706667,AMG1608,Joe Cocker,With a Little Help from My Friends,2846,267,0.0,0.082,0.116,1.0,0.941,0.991,0.6294110207768745,0.4531047877145438,0.5406224028906956,0.20060581841298905,0.16622475972487472,0.16371838875865177
1256,3.8333333333333335,14.333333333333334,0.338953333,0.35304,AMG1608,James Brown,Night Train,114,8,0.083,0.137,0.167,0.958,0.868,0.886,0.6261224489795918,0.45842857142857146,0.5105306122448979,0.20150544168138707,0.16741826363930548,0.1646004128742311
1257,0.9090909090909091,4.2272727272727275,-0.331153333,-0.056793333,AMG1608,Smokey Robinson,Ooo Baby Baby,290,8,0.208,0.157,0.102,0.906,0.837,0.853,0.6541250000000001,0.43525,0.526140625,0.12842136745513816,0.12417345778807812,0.1527272563472192
1258,4.2272727272727275,34.88636363636363,-0.178013333,-0.052526667,AMG1608,Randy Newman,Sail Away,1432,62,0.012,0.118,0.176,1.0,0.931,0.981,0.6560367647058823,0.4521158088235294,0.5396194852941176,0.19954519773395918,0.15533224478181554,0.16531141566755406
1259,13.552631578947368,74.15789473684211,0.36182,0.28714,AMG1608,The Kinks,Picture Book,774,64,0.02,0.148,0.149,1.0,0.97,0.944,0.6307912087912088,0.4490769230769231,0.5409194139194139,0.19410157948281778,0.16797257068421156,0.16233226894499972
1260,1.0,36.2,-0.02876,-0.001046667,AMG1608,Happy Mondays,Step On,26,2,0.365,0.24,0.358,0.958,0.665,0.81,0.6696666666666666,0.43083333333333335,0.5998333333333333,0.20610353385293195,0.16333452380518537,0.16415287590129718
1261,2.6,6.6,0.039986667,0.32486,AMG1608,Harry Nilsson,I Guess the Lord Must Be in New York City,46,5,0.317,0.19,0.312,1.0,0.623,0.704,0.6552500000000001,0.38705,0.47605000000000003,0.18465098657225004,0.135895654630192,0.1169594959129464
1262,2.9523809523809526,190.04761904761904,-0.010113333,-0.28088,AMG1608,The Innocence Mission,Bright as Yellow,556,22,0.031,0.073,0.102,1.0,0.91,0.891,0.6524381443298969,0.44489690721649483,0.5125927835051546,0.1949861660793959,0.16148247692266623,0.15231190438400546
1263,1.7692307692307692,11.923076923076923,0.392526667,0.289766667,AMG1608,Malcolm McLaren,Buffalo Gals,223,16,0.295,0.157,0.278,0.896,0.855,0.788,0.6480819672131147,0.42986885245901635,0.5067704918032786,0.12409435859887254,0.13874670871890213,0.12827007879764515
1264,5.623595505617978,86.6685393258427,0.573606667,0.558933333,AMG1608,The Kingsmen,"""Louie",8059,490,0.0,0.112,0.087,1.0,0.971,0.981,0.6225315969257046,0.4391464560204952,0.5287736976942784,0.18709077987797013,0.15511170103298183,0.16039389796095396
1265,22.315369261477045,1539.243512974052,0.669906667,-0.025853333,AMG1608,Beastie Boys,Fight for Your Right,9056,1622,0.0,0.09,0.081,1.0,0.971,0.981,0.6094877659574468,0.4555909574468085,0.5145047872340426,0.21099044447765,0.16760414199879178,0.16168065660541794
1266,5.77027027027027,100.20270270270271,-0.035933333,0.194946667,AMG1608,Yo La Tengo,Autumn Sweater,1078,110,0.059,0.073,0.125,1.0,0.897,0.944,0.6642871900826447,0.4402355371900827,0.5285929752066115,0.19277088751588378,0.15298184000780812,0.16196785980868425
1267,1.25,5.0,0.429913333,0.064753333,AMG1608,Graham Parker,Local Girls,226,5,0.14,0.189,0.148,0.99,0.931,0.891,0.6322625,0.4948625,0.5254375,0.20089885002915764,0.19013697552560713,0.16327284330457253
1268,13.943661971830986,207.40845070422534,0.639573333,0.51746,AMG1608,Destiny''s Child,Survivor,1136,146,0.0,0.118,0.045,1.0,0.952,0.905,0.5534505928853753,0.4652134387351779,0.504405138339921,0.2424080810371697,0.1707079780198829,0.17082775730722008
1269,8.104265402843602,535.5308056872038,-0.265853333,0.056006667,AMG1608,The Doors,Riders on the Storm,2694,489,0.0,0.073,0.102,1.0,0.971,0.962,0.624883779264214,0.4696270903010033,0.5210811036789298,0.22558840003508912,0.18076731774599922,0.1604940571194576
1270,2.0277777777777777,66.08333333333333,-0.06816,-0.329846667,AMG1608,Roy Orbison,Only the Lonely,683,38,0.156,0.135,0.045,0.98,0.931,0.874,0.6613434782608695,0.42993478260869566,0.5411695652173912,0.1586515759629713,0.14197010605039803,0.15438089326419355
1271,1.0,3.0,0.31056,-0.00622,AMG1608,Pete Townshend,Slit Skirts,9,1,0.438,0.19,0.263,0.622,0.367,0.609,0.5565,0.27625,0.40075000000000005,0.08290355842785037,0.07320462189415819,0.1506748707205905
1272,1.6666666666666667,4.666666666666667,0.5985,0.082993333,AMG1608,Spike Jones,William Tell Overture,20,3,0.061,0.167,0.231,0.927,0.849,0.888,0.615,0.4896,0.5958,0.27693079761317024,0.21145748193588862,0.21636635597985193
1273,1.0,22.8,0.570486667,-0.22964,AMG1608,The Damned,Machine Gun Etiquette,54,1,0.1,0.358,0.307,1.0,0.76,0.673,0.6467777777777778,0.4696666666666666,0.5051111111111112,0.2858836204549754,0.1412887115094479,0.12185077394547444
1274,2.787878787878788,37.54545454545455,0.149233333,-0.090226667,AMG1608,Echo & the Bunnymen,Bring on the Dancing Horses,735,32,0.053,0.157,0.12,1.0,0.93,0.922,0.6486174242424243,0.4412651515151515,0.516405303030303,0.18495859530340894,0.15633382240613783,0.15491660497340423
1275,3.4615384615384617,243.28205128205127,0.433586667,0.072646667,AMG1608,Lenny Kravitz,Are You Gonna Go My Way,1121,78,0.0,0.073,0.131,0.98,0.959,0.981,0.623757225433526,0.4546156069364162,0.5244826589595376,0.18596864007829203,0.17088270301730404,0.15652970636201619
1276,77.83240223463687,9536.40782122905,0.615993333,0.4602,AMG1608,Aerosmith,Walk This Way,3339,1125,0.0,0.073,0.083,1.0,0.945,0.981,0.636656929347826,0.4490183423913043,0.5300081521739131,0.1993541982566621,0.159722300019625,0.16416014113948416
1277,4.018518518518518,39.05555555555556,0.36338,0.2727,AMG1608,Kid Rock,Cowboy,963,82,0.0,0.1,0.087,1.0,0.96,0.918,0.6088726287262873,0.46130081300813014,0.5242276422764227,0.211983201584966,0.16610078797417419,0.16461990870646193
1278,1.0,3.0833333333333335,0.084333333,-0.133793333,AMG1608,Nick Lowe,Cracking Up,1615,10,0.104,0.137,0.214,0.968,0.906,0.953,0.6150374449339208,0.4607753303964757,0.5452444933920705,0.1832275654974904,0.15555738337513114,0.15988975134605835
1280,2.4347826086956523,33.17391304347826,-0.36284,0.12588,AMG1608,Hoagy Carmichael,Stardust,291,32,0.073,0.127,0.125,1.0,0.858,0.922,0.6340647482014388,0.45256834532374096,0.5121438848920863,0.2014534940626368,0.16404815704938652,0.1671859401008558
1281,2.0,41.04054054054054,0.36244,0.469153333,AMG1608,Neil Sedaka,Calendar Girl,867,36,0.02,0.163,0.102,1.0,0.94,0.981,0.6326108949416344,0.45519455252918295,0.5355525291828794,0.2198489102050237,0.1797839227418824,0.16931848158564639
1282,2.25,48.375,0.264406667,0.475833333,AMG1608,Chuck Berry,No Particular Place to Go,1011,33,0.0,0.137,0.172,1.0,0.86,0.944,0.6674790996784566,0.45038263665594863,0.5533440514469453,0.16847989842907277,0.1460333530864466,0.16147861324980844
1283,5.611111111111111,389.04761904761904,0.602793333,0.145406667,AMG1608,Guns N'' Roses,Mr. Brownstone,2050,440,0.0,0.073,0.045,1.0,0.971,0.991,0.627545645330535,0.46636935991605455,0.5218258132214062,0.21858778082230365,0.18049632781393854,0.16261930037355984
1284,6.794871794871795,346.35042735042737,0.487313333,0.557326667,AMG1608,The Proclaimers,I''m Gonna Be (500 Miles),2246,181,0.031,0.135,0.102,1.0,0.931,0.972,0.6525222363405337,0.4719224904701398,0.5497547649301144,0.20238003188036677,0.16609746162469266,0.16073259315024893
1285,4.226086956521739,40.28695652173913,0.55006,0.5895,AMG1608,Billy Joel,Tell Her About It,2814,206,0.042,0.069,0.087,1.0,0.943,0.981,0.6209966832504146,0.4475174129353234,0.518742951907131,0.21660273353544596,0.16362760860446174,0.16237648082207637
1286,4.666666666666667,15.272727272727273,0.437266667,0.207373333,AMG1608,The Rolling Stones,Live with Me,458,62,0.041,0.194,0.19,1.0,0.93,0.931,0.6468926174496644,0.44589932885906036,0.5365436241610738,0.19804320238952222,0.15335772281888896,0.16967255759341351
1287,3.107142857142857,49.892857142857146,-0.01138,0.154806667,AMG1608,The Orb,Blue Room,358,36,0.04,0.13,0.167,1.0,0.929,0.905,0.6645185185185185,0.4547469135802468,0.5462098765432098,0.18622147444141127,0.16322660054985158,0.16434762551874385
1288,3.9210526315789473,124.60526315789474,-0.166066667,0.379266667,AMG1608,Bee Gees,Too Much Heaven,1680,75,0.031,0.123,0.083,1.0,0.971,0.981,0.6309358372456965,0.4561392801251956,0.5381533646322378,0.20332135708428212,0.1610936788350477,0.16418640951486363
1289,3.0,5.0,-0.479026667,-0.484986667,AMG1608,George Jones,A Good Year for the Roses,20,3,0.219,0.25,0.265,0.684,0.57,0.528,0.46477777777777773,0.4099999999999999,0.38333333333333336,0.14594586134743406,0.11528334658570595,0.08821847878987712
1290,0.3333333333333333,0.3333333333333333,-0.338773333,-0.406193333,AMG1608,Patsy Cline,Sweet Dreams,170,1,0.439,0.306,0.362,0.854,0.413,0.5,0.5693333333333334,0.3818333333333333,0.39366666666666666,0.20248127485440887,0.038002192919181214,0.0523513769319076
1291,2.739130434782609,25.043478260869566,-0.394946667,-0.3705,AMG1608,Johnny Cash,I Still Miss Someone,344,32,0.042,0.132,0.17,1.0,0.858,0.896,0.628556338028169,0.44783802816901414,0.5182605633802816,0.21477993106743407,0.16540535367959386,0.1526922311082496
1292,3.238095238095238,79.66666666666667,0.094953333,0.403966667,AMG1608,Supertramp,Bloody Well Right,417,34,0.031,0.118,0.164,1.0,0.91,0.902,0.635954887218045,0.4351954887218045,0.5357744360902256,0.20627327654372893,0.165335217730278,0.15018844811634569
1293,1.3333333333333333,7.0,0.286293333,-0.04806,AMG1608,Love,My Little Red Book,66,3,0.385,0.16,0.213,0.958,0.665,0.853,0.645,0.4513809523809523,0.540047619047619,0.139623063997321,0.1103940560856771,0.17045013235268439
1294,6.435294117647059,138.04705882352943,0.567666667,0.315786667,AMG1608,Young MC,Bust a Move,952,122,0.0,0.082,0.12,1.0,0.929,0.917,0.6571735751295337,0.44676683937823836,0.5135932642487047,0.19238823957946066,0.15461250277516406,0.14635039914921716
1295,3.7468354430379747,82.46835443037975,-0.48796,-0.29578,AMG1608,John Prine,Sam Stone,1953,116,0.0,0.13,0.069,1.0,0.971,0.991,0.6485868102288022,0.4554979811574697,0.538606998654105,0.21360825844000955,0.1622545658321672,0.16575389009110128
1297,1.2,28.2,0.47114,-0.259113333,AMG1608,Tony Williams,Emergency,45,4,0.659,0.49,0.537,0.659,0.49,0.537,0.659,0.49,0.537,,,
1298,4.65,38.15,0.17202,-0.206966667,AMG1608,Bob Dylan,Everything Is Broken,557,23,0.0,0.13,0.164,0.98,0.897,0.891,0.6079491525423728,0.4301864406779662,0.5097457627118644,0.19845574104349267,0.1653993845084375,0.16542368222238188
1299,13.061611374407583,419.1184834123223,-0.019153333,-0.195166667,AMG1608,Jeff Buckley,Grace,5449,633,0.0,0.09,0.114,1.0,0.971,0.991,0.6414400489396411,0.4668849918433932,0.5437283849918435,0.2166157566782409,0.16930582292386792,0.1679237250646184
1300,2.125,5.375,0.065613333,0.12338,AMG1608,Suede,The Wild Ones,206,8,0.048,0.178,0.225,1.0,0.931,0.891,0.6826533333333333,0.4604266666666666,0.5462266666666665,0.19948172668011294,0.17719489753294734,0.15153365279015724
1301,1.75,10.875,0.128166667,0.158886667,AMG1608,Brian Eno,Burning Airlines Give You So Much More,191,8,0.194,0.118,0.19,0.958,0.765,0.81,0.6357866666666666,0.41559999999999997,0.4922933333333333,0.1835176030538505,0.16927723941446995,0.1538856870689561
1302,4.238636363636363,196.77272727272728,-0.165506667,-0.184373333,AMG1608,R.E.M.,Nightswimming,2806,113,0.01,0.09,0.102,1.0,0.931,0.991,0.6462355637030247,0.45852153987167743,0.5435407882676443,0.19332503518550184,0.16109731586159376,0.16109105902592377
1303,1.6470588235294117,53.205882352941174,0.509653333,0.1301,AMG1608,The Monkees,Last Train to Clarksville,1930,58,0.021,0.157,0.159,1.0,0.931,0.981,0.63539,0.45196499999999995,0.5501533333333333,0.19198019487794993,0.15402820603845813,0.15999960294886736
1304,4.533333333333333,37.733333333333334,0.20636,-0.166033333,AMG1608,Billy Joel,Say Goodbye to Hollywood,954,139,0.05,0.091,0.102,1.0,0.946,0.981,0.6165588235294117,0.44525401069518716,0.5118983957219251,0.23000652867457602,0.16631360980667667,0.1738412124002438
1305,1.0,32.0,0.06968,0.318066667,AMG1608,Alabama,The Closer You Get,15,2,0.448,0.276,0.385,0.885,0.59,0.691,0.6473333333333334,0.3916666666666666,0.528,0.1795457230531172,0.11607009376521871,0.10900275225883058
1306,0.8181818181818182,4.454545454545454,0.18836,-0.0867,AMG1608,The Association,Cherish,305,9,0.144,0.157,0.09,0.971,0.931,0.853,0.6314315789473683,0.43736842105263163,0.5307157894736841,0.15087113372730138,0.14167719171318904,0.1491795051206442
1307,3.0,3.8461538461538463,0.586633333,0.107206667,AMG1608,Basement Jaxx,Jump N'' Shout,249,7,0.082,0.176,0.175,0.98,0.931,0.891,0.6199272727272728,0.47483636363636367,0.5377272727272727,0.2314536874357577,0.18486919936923207,0.17718471785801462
1308,19.7,3175.6181818181817,0.15782,0.5835,AMG1608,The Beach Boys,California Girls,3866,456,0.0,0.069,0.096,1.0,0.96,0.954,0.641658788774003,0.43741949778434264,0.5217023633677991,0.18533062356197266,0.1570373193819969,0.15740928487730807
1309,1.8571428571428572,21.928571428571427,0.44628,0.150573333,AMG1608,Eddie Cochran,Summertime Blues,315,26,0.021,0.127,0.172,0.967,0.908,0.922,0.6335126050420166,0.4452521008403362,0.5357731092436975,0.19430893912225775,0.16316780478003468,0.15358111846423456
1310,2.68,36.28,0.114393333,0.160513333,AMG1608,Liz Phair,Supernova,1125,32,0.02,0.069,0.102,1.0,0.931,0.981,0.6123244680851063,0.45214361702127653,0.5394335106382979,0.20253205451578024,0.15520251067282687,0.16875415125968274
1311,2.0,1.0,0.5564,0.4923,AMG1608,Ramones,Do You Remember Rock ''N'' Roll Radio_,9,1,0.49,0.21,0.25,0.49,0.21,0.25,0.49,0.21,0.25,,,
1312,21.093922651933703,8529.357274401473,0.512353333,0.330666667,AMG1608,Led Zeppelin,Whole Lotta Love,6842,1808,0.0,0.1,0.045,1.0,0.971,0.973,0.6219717514124293,0.4657637088733799,0.5222063808574277,0.21567830485038358,0.17765413688605466,0.16655358503495063
1313,41.502450980392155,7550.97794117647,0.373453333,0.129926667,AMG1608,Faces,Stay With Me,25894,2344,0.0,0.082,0.081,1.0,0.971,0.983,0.616240206595153,0.456997775129122,0.526126181962654,0.22356396734107706,0.16612677067999182,0.16827478379901947
1314,4.409090909090909,84.48484848484848,-0.315073333,0.269913333,AMG1608,Donald Fagen,I.G.Y.,1502,131,0.02,0.105,0.102,1.0,0.931,0.991,0.6632153110047847,0.45556778309409884,0.5528819776714514,0.18947906529990033,0.15910227320000725,0.15766275766302593
1315,1.8888888888888888,9.555555555555555,-0.027306667,0.25964,AMG1608,Harry Nilsson,1941,321,9,0.021,0.148,0.139,0.969,0.931,0.938,0.6349514563106796,0.4391067961165049,0.5492427184466021,0.17721441420155287,0.1419843206354179,0.14594529367361858
1316,1.0,9.0,-0.51242,-0.267666667,AMG1608,Jo Stafford,You Belong to Me,128,4,0.115,0.21,0.245,1.0,0.931,0.905,0.6974081632653062,0.4578571428571429,0.5503673469387755,0.2078897863419608,0.17753180466233837,0.14898541509679608
1317,1.4166666666666667,9.166666666666666,0.022073333,0.3479,AMG1608,Kathy Mattea,Eighteen Wheels and a Dozen Roses,150,9,0.316,0.157,0.213,0.958,0.665,0.81,0.6716842105263158,0.43176315789473685,0.5121578947368421,0.13607948894496205,0.12486434459812912,0.13207195547304929
1318,8.980676328502415,604.7149758454107,-0.183606667,0.131926667,AMG1608,Steely Dan,Deacon Blues,3581,514,0.022,0.09,0.102,1.0,0.931,0.981,0.6504098151688974,0.45162970044614403,0.537604206500956,0.20260673599346973,0.1623071144402893,0.16575550444163908
1319,4.42,509.11,-0.496833333,0.365306667,AMG1608,Fats Waller,Ain''t Misbehavin'',1025,176,0.031,0.073,0.096,1.0,0.959,0.923,0.657530487804878,0.4757357723577236,0.5370284552845529,0.1984561212522574,0.18076817106694698,0.16647434009367715
1320,18.179347826086957,161.89673913043478,0.65692,0.447,AMG1608,Madonna,Express Yourself,3649,421,0.0,0.073,0.102,1.0,0.971,0.981,0.648720789074355,0.4641790591805766,0.5458429438543247,0.20854918309468493,0.17232073039698614,0.16636915546971678
1321,6.46969696969697,384.2878787878788,0.7076,0.552546667,AMG1608,Devo,Whip It,2585,257,0.0,0.127,0.096,1.0,0.961,0.959,0.6206273885350319,0.4766528662420383,0.5403917197452229,0.20508748868797397,0.17276752572772425,0.1645141123166741
1322,10.835616438356164,278.2328767123288,0.266293333,-0.285866667,AMG1608,Nirvana,In Bloom,5047,309,0.0,0.069,0.102,1.0,0.949,0.991,0.627488430583501,0.445751509054326,0.5281810865191148,0.20456422158295096,0.1627249018486945,0.1598408884388993
1323,7.681818181818182,122.9090909090909,-0.46,-0.393773333,AMG1608,Jacques Brel,Amsterdam,1567,160,0.0,0.154,0.087,1.0,0.897,0.981,0.6354927113702623,0.48914285714285716,0.5600379008746357,0.2080963405132936,0.15985047838088096,0.16547675679338064
1324,3.727272727272727,58.54545454545455,0.372986667,0.04752,AMG1608,Busta Rhymes,Put Your Hands Where My Eyes Could See,392,28,0.062,0.17,0.102,1.0,0.931,0.934,0.6113441558441558,0.4633961038961039,0.5176103896103896,0.21545290129873146,0.16502403939878701,0.15592390936692652
1325,11.24031007751938,1149.8062015503876,0.184013333,0.17454,AMG1608,Talking Heads,Once in a Lifetime,4808,643,0.0,0.12,0.083,1.0,0.971,0.981,0.6480698669201521,0.4633003802281369,0.53325427756654,0.20306186761126743,0.16852082019058076,0.1591355047553898
1326,6.475336322869955,1599.9775784753363,0.394226667,0.302313333,AMG1608,Prince,Raspberry Beret,2613,483,0.0,0.073,0.12,1.0,0.959,0.954,0.6523283972125435,0.4483885017421603,0.5207517421602788,0.19861158703833387,0.1596852143417087,0.15558644646875228
1327,1.4,5.4,-0.253073333,-0.142433333,AMG1608,Barclay James Harvest,Mocking Bird,63,2,0.265,0.241,0.379,0.98,0.897,0.891,0.6569583333333333,0.47470833333333334,0.5618333333333333,0.18396324755036086,0.1616570387839818,0.14603890686676815
1328,9.968253968253968,211.17460317460316,0.574366667,0.024586667,AMG1608,Public Enemy,Rebel Without a Pause,2197,108,0.0,0.127,0.102,1.0,0.951,0.991,0.6115510688836103,0.4665795724465558,0.5453847980997625,0.2007618554331316,0.1793999151904155,0.1676557586814232
1329,4.28125,31.109375,-0.41544,-0.040373333,AMG1608,Bob Dylan,Just Like a Woman,1822,105,0.0,0.135,0.045,1.0,0.941,0.895,0.6441657754010696,0.43738235294117644,0.5292272727272727,0.2011444849160218,0.15807498410335066,0.16221991892498064
1330,2.7777777777777777,60.148148148148145,0.272566667,0.2561,AMG1608,Joe Walsh,Rocky Mountain Way,446,23,0.153,0.137,0.17,1.0,0.855,0.922,0.6503742690058479,0.4420233918128656,0.5209824561403509,0.15767811677747778,0.15055805810838924,0.14410116845198032
1331,0.8823529411764706,2.176470588235294,0.56904,-0.15654,AMG1608,The Exploited,Exploited Barmy Army,149,3,0.357,0.236,0.349,0.958,0.673,0.853,0.6166,0.42544,0.5194000000000001,0.1467145755085931,0.1027258000698948,0.13623417339272845
1332,1.0,28.0,0.54846,0.28316,AMG1608,The Clash,I''m So Bored with the U.S.A.,138,11,0.041,0.167,0.196,0.98,0.971,0.87,0.6407450980392156,0.43831372549019604,0.544,0.18067106499240598,0.15091116462291032,0.16997246835884924
1333,1.0,12.666666666666666,0.402686667,0.287153333,AMG1608,The Boo Radleys,Wake Up Boo!,253,8,0.071,0.16,0.213,1.0,0.882,0.886,0.6342588235294117,0.4592588235294118,0.5251647058823529,0.19435504777040788,0.18014287669072282,0.1576426675879906
1334,7.752688172043011,546.4301075268817,0.491973333,0.284413333,AMG1608,Eric Clapton,Layla,2627,493,0.0,0.069,0.096,1.0,0.959,0.922,0.6513746606334841,0.4508660633484163,0.5278316742081447,0.2040979244459189,0.1661733482914917,0.16142725818225864
1335,3.21875,295.65625,0.03944,0.09006,AMG1608,The Flaming Lips,She Don''t Use Jelly,1241,132,0.04,0.135,0.083,1.0,0.935,0.981,0.6343893617021277,0.45112553191489363,0.5230234042553192,0.1808290181041314,0.15716157395350056,0.15657335959569058
1336,1.2307692307692308,14.23076923076923,0.320353333,0.253906667,AMG1608,Fats Waller,The Joint Is Jumpin'',330,5,0.245,0.137,0.25,1.0,0.897,0.891,0.6354392523364486,0.4200654205607477,0.5096074766355141,0.1734029105526057,0.13727704194734103,0.13534733494106202
1338,4.642857142857143,316.5,-0.260773333,0.092093333,AMG1608,Spike Jones,All I Want for Christmas Is My Two Front Teeth,138,22,0.153,0.2,0.179,1.0,0.765,0.882,0.6678301886792453,0.4460566037735849,0.5219811320754717,0.1969937265546464,0.14307843667754405,0.15444198444798687
1339,2.2,20.8,0.422493333,0.339293333,AMG1608,The Supremes,Baby Love,168,10,0.125,0.157,0.278,0.938,0.898,0.91,0.6577540983606557,0.43524590163934435,0.5373442622950819,0.14511830297355155,0.1326958496886401,0.13811962028689742
1340,6.081081081081081,464.2432432432432,0.54308,0.365606667,AMG1608,Deep Purple,Highway Star,3299,247,0.02,0.137,0.112,1.0,0.971,0.991,0.6289208494208494,0.46902992277992284,0.5408590733590732,0.20750251150252977,0.17707014378132185,0.16664308651949641
1341,5.435897435897436,88.61538461538461,-0.184013333,0.087393333,AMG1608,Randy Newman,Short People,1774,124,0.031,0.127,0.106,1.0,0.948,0.981,0.6107188449848024,0.4649224924012158,0.5244376899696048,0.21740529870755693,0.17203972430335715,0.17135171243252792
1342,3.0,14.8,-0.523833333,0.25806,AMG1608,Frank Sinatra,As Time Goes By,56,5,0.317,0.28,0.2,0.969,0.735,0.831,0.714782608695652,0.4822173913043478,0.6021739130434781,0.16223354560681372,0.1404327585850056,0.15155336659045612
1343,15.279761904761905,3099.1875,0.265306667,-0.50906,AMG1608,Korn,Freak on a Leash,4177,1196,0.0,0.09,0.083,1.0,0.971,0.991,0.6097961926091825,0.463065509518477,0.5123359462486001,0.2178464854258301,0.17139184278525532,0.15855630256313832
1344,3.5625,46.46875,0.255313333,-0.228426667,AMG1608,John Lennon,Cold Turkey,958,60,0.01,0.112,0.102,1.0,0.959,0.938,0.6157902813299233,0.4500383631713555,0.530455242966752,0.22673573685425888,0.1733144942268499,0.17465471406611885
